Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,,
2572,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,Et3N,2.5,DMF,49.02,9799341.00,,
2573,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,Et3N,2.5,DMF,6.62,271581.63,,
2574,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,Et3N,2.5,DMF,72.32,11489481.00,,
2575,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,Et3N,2.5,DMF,42.80,1822048.25,,
2576,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,Et3N,2.5,DMF,26.88,4896178.00,,
2577,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,Et3N,2.5,DMF,12.06,475697.72,,
2578,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,Et3N,2.5,DMF,7.25,681751.25,,
2579,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,Et3N,2.5,DMF,9.19,488848.69,,
2580,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,Et3N,2.5,DMF,5.77,887105.06,,
2581,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,None,2.5,DMF,80.94,3586624.00,,
2582,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,None,2.5,DMF,45.54,10159760.00,,
2583,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,None,2.5,DMF,57.76,2432714.00,,
2584,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,None,2.5,DMF,45.11,10371106.00,,
2585,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,None,2.5,DMF,12.44,530879.56,,
2586,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,None,2.5,DMF,64.80,10377281.00,,
2587,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,None,2.5,DMF,23.47,1005503.50,,
2588,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,None,2.5,DMF,23.11,4171693.50,,
2589,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,None,2.5,DMF,17.57,760564.19,,
2590,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,None,2.5,DMF,14.79,485583.81,,
2591,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,None,2.5,DMF,3.80,107278.37,,
2592,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,None,2.5,DMF,8.83,1908531.38,,
2593,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaOH,2.5,MeOH,59.59,2068734.63,,
2594,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaOH,2.5,MeOH,79.10,16220114.00,,
2595,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaOH,2.5,MeOH,68.54,3177641.50,,
2596,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaOH,2.5,MeOH,61.92,12022868.00,,
2597,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaOH,2.5,MeOH,64.08,2520749.25,,
2598,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaOH,2.5,MeOH,64.25,10126055.00,,
2599,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaOH,2.5,MeOH,54.09,2187776.50,,
2600,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaOH,2.5,MeOH,25.50,4369236.00,,
2601,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaOH,2.5,MeOH,52.82,2172678.00,,
2602,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaOH,2.5,MeOH,9.05,1007668.94,,
2603,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaOH,2.5,MeOH,3.78,104398.06,,
2604,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeOH,42.90,11513077.00,,
2605,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaHCO3,2.5,MeOH,31.58,1279056.88,,
2606,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaHCO3,2.5,MeOH,68.46,14234454.00,,
2607,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaHCO3,2.5,MeOH,56.14,2349769.00,,
2608,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaHCO3,2.5,MeOH,47.07,9430069.00,,
2609,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaHCO3,2.5,MeOH,64.57,2614299.75,,
2610,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaHCO3,2.5,MeOH,58.33,8650409.00,,
2611,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaHCO3,2.5,MeOH,35.81,1441042.88,,
2612,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaHCO3,2.5,MeOH,17.87,1864332.75,,
2613,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaHCO3,2.5,MeOH,29.62,1178162.38,,
2614,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaHCO3,2.5,MeOH,10.28,1126310.63,,
2615,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaHCO3,2.5,MeOH,2.25,53857.47,,
2616,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,MeOH,19.46,5139216.50,,
2617,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,CsF,2.5,MeOH,43.27,1776642.75,,
2618,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,CsF,2.5,MeOH,46.68,10134070.00,,
2619,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,CsF,2.5,MeOH,51.25,2122736.50,,
2620,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,CsF,2.5,MeOH,24.51,5007895.50,,
2621,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,CsF,2.5,MeOH,48.51,1773099.38,,
2622,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,CsF,2.5,MeOH,42.43,6736304.50,,
2623,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,CsF,2.5,MeOH,17.87,750654.00,,
2624,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,CsF,2.5,MeOH,0.00,1018207.06,,
2625,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,CsF,2.5,MeOH,16.19,469245.34,,
2626,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,CsF,2.5,MeOH,12.44,507198.03,,
2627,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,CsF,2.5,MeOH,1.48,49970.66,,
2628,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,CsF,2.5,MeOH,9.48,2334194.50,,
2629,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,K3PO4,2.5,MeOH,42.55,1491422.88,,
2630,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,K3PO4,2.5,MeOH,66.78,14660551.00,,
2631,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,K3PO4,2.5,MeOH,63.17,2446182.50,,
2632,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,K3PO4,2.5,MeOH,57.30,13253136.00,,
2633,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,K3PO4,2.5,MeOH,60.90,2346049.25,,
2634,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,K3PO4,2.5,MeOH,65.29,8498962.00,,
2635,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,K3PO4,2.5,MeOH,50.12,1890164.38,,
2636,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,K3PO4,2.5,MeOH,27.79,3734685.50,,
2637,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,K3PO4,2.5,MeOH,43.98,1799865.25,,
2638,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,K3PO4,2.5,MeOH,9.77,813875.56,,
2639,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,K3PO4,2.5,MeOH,1.79,79250.19,,
2640,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeOH,30.80,8979726.00,,
2641,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,KOH,2.5,MeOH,39.63,1811602.13,,
2642,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,KOH,2.5,MeOH,71.17,16786116.00,,
2643,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,KOH,2.5,MeOH,62.59,2770339.25,,
2644,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,KOH,2.5,MeOH,59.71,12709405.00,,
2645,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,KOH,2.5,MeOH,67.68,2842319.00,,
2646,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,KOH,2.5,MeOH,69.05,10195977.00,,
2647,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,KOH,2.5,MeOH,60.62,2698375.50,,
2648,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,KOH,2.5,MeOH,27.74,3521985.00,,
2649,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,KOH,2.5,MeOH,53.64,2097044.00,,
2650,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,KOH,2.5,MeOH,11.95,1194812.63,,
2651,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,KOH,2.5,MeOH,0.53,111334.47,,
2652,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,KOH,2.5,MeOH,33.62,9641354.00,,
2653,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,LiOtBu,2.5,MeOH,44.80,1808624.88,,
2654,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,LiOtBu,2.5,MeOH,77.92,17072824.00,,
2655,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,LiOtBu,2.5,MeOH,63.77,2536426.50,,
2656,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,LiOtBu,2.5,MeOH,69.81,14595763.00,,
2657,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,LiOtBu,2.5,MeOH,71.59,1613140.38,,
2658,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,LiOtBu,2.5,MeOH,58.86,8624112.00,,
2659,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,LiOtBu,2.5,MeOH,51.57,2652522.50,,
2660,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,LiOtBu,2.5,MeOH,25.89,4404483.50,,
2661,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,LiOtBu,2.5,MeOH,58.45,160651.33,,
2662,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,LiOtBu,2.5,MeOH,9.51,976685.88,,
2663,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,LiOtBu,2.5,MeOH,1.32,1258174.38,,
2664,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeOH,29.56,7792497.00,,
2665,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,Et3N,2.5,MeOH,29.10,2157624.25,,
2666,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,Et3N,2.5,MeOH,53.90,11768155.00,,
2667,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,Et3N,2.5,MeOH,52.82,2487945.50,,
2668,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,Et3N,2.5,MeOH,23.64,5949776.50,,
2669,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,Et3N,2.5,MeOH,56.70,1016922.31,,
2670,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,Et3N,2.5,MeOH,58.18,9788770.00,,
2671,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,Et3N,2.5,MeOH,24.98,601585.94,,
2672,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,Et3N,2.5,MeOH,14.41,1128955.75,,
2673,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,Et3N,2.5,MeOH,17.11,45462.17,,
2674,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,Et3N,2.5,MeOH,10.52,493358.31,,
2675,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,Et3N,2.5,MeOH,3.82,872160.94,,
2676,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeOH,13.47,3738991.00,,
2677,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,None,2.5,MeOH,23.95,1585088.88,,
2678,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,None,2.5,MeOH,34.17,7139814.00,,
2679,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,None,2.5,MeOH,42.55,1554294.63,,
2680,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,None,2.5,MeOH,22.01,4527036.50,,
2681,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,None,2.5,MeOH,45.80,892344.88,,
2682,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,None,2.5,MeOH,44.01,6057212.50,,
2683,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,None,2.5,MeOH,21.48,501386.03,,
2684,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,None,2.5,MeOH,16.74,1193342.50,,
2685,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,None,2.5,MeOH,17.77,50673.90,,
2686,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,None,2.5,MeOH,8.94,372095.97,,
2687,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,None,2.5,MeOH,2.05,187079.34,,
2688,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,None,2.5,MeOH,12.43,3464280.25,,
2689,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaOH,2.5,MeCN,1.20,88180.65,,
2690,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaOH,2.5,MeCN,18.94,3642678.00,,
2691,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaOH,2.5,MeCN,4.02,187079.34,,
2692,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaOH,2.5,MeCN,16.47,2898778.50,,
2693,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaOH,2.5,MeCN,2.62,209171.25,,
2694,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaOH,2.5,MeCN,15.97,2105361.75,,
2695,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaOH,2.5,MeCN,41.90,2246021.50,,
2696,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaOH,2.5,MeCN,18.02,3872461.75,,
2697,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaOH,2.5,MeCN,56.66,2560286.25,,
2698,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaOH,2.5,MeCN,19.41,2851658.75,,
2699,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaOH,2.5,MeCN,1.25,87661.79,,
2700,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeCN,17.29,3445004.75,,
2701,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaHCO3,2.5,MeCN,10.73,546043.13,,
2702,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaHCO3,2.5,MeCN,14.74,2530264.50,,
2703,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaHCO3,2.5,MeCN,11.22,503893.50,,
2704,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaHCO3,2.5,MeCN,12.80,2651674.50,,
